                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1585,                 2.1949,                 1.7026,                0.62699,                0.67557,                0.64322,                0.31635,                 1.9377,                   1.33,                 1.5248,               0.070179,              0.0033135,              0.0033135
